asn,name,cc,real_cone_size,observed_tree_size,secure_pct,vulnerable_pct,vuln_count
917,"Misaka Network, Inc.",US,71,111,0.0,52.25225225225225,58
57695,"Misaka Network, Inc.",US,35,6304625608244437238169,5.026026411037328,68.75048878583372,4334460921784893162287
13649,Flexential Colorado Corp.,US,181,193,56.994818652849744,4.66321243523316,9
33662,"Comcast Cable Communications, LLC",US,58,98,2.0408163265306123,59.183673469387756,58
263009,FORTE TELECOM LTDA.,BR,307,579,0.3454231433506045,83.24697754749567,482
7049,Silica Networks Argentina S.A.,AR,341,92325632106068,5.026026411146575,68.75048878558744,63474323347305
25180,Exponential-E Ltd.,GB,56,61,0.0,54.09836065573771,33
52892,COPREL TELECOM LTDA,BR,12,6,0.0,83.33333333333334,5
57795,NG-BLU Networks B.V.,NL,9,8,37.5,0.0,0
14537,Continent 8 LLC,US,16,15,0.0,46.666666666666664,7
264288,GNET PROVEDOR,BR,42,46,0.0,95.65217391304348,44
28326,Total Telecom LTDA-ME,BR,10,10,0.0,100.0,10
55655,PT Sarana Insan Muda Selaras,ID,425,586,4.948805460750854,88.73720136518772,520
1237,KISTI,KR,41,39,0.0,97.43589743589743,38
22894,Network Information Center México,MX,8,8,0.0,62.5,5
28495,Network Information Center México,MX,5,5,0.0,100.0,5
28511,Network Information Center México,US,2,6,16.666666666666664,83.33333333333334,5
49434,FBW NETWORKS SAS,RU,90,349,0.8595988538681949,68.48137535816619,239
267221,Gold Telecom Ltda,BR,16,22,0.0,90.9090909090909,20
137109,Grace Teleinfra Pvt Ltd,IN,8,9,0.0,100.0,9
13977,Fidium,US,53,287,0.6968641114982579,53.65853658536586,154
45458,SBN-ISP/AWN-ISP and SBN-NIX/AWN-NIX,TH,75,92,0.0,93.47826086956522,86
51088,A2B IP B.V.,NL,38,87,0.0,57.47126436781609,50
206238,Freedom Internet BV,NL,2,8,12.5,37.5,3
21826,Corporación Telemic C.A. (Inter),VE,43,61,1.639344262295082,81.9672131147541,50
19978,CIRION TECHNOLOGIES ARGENTINA S.A.,VE,65,92325632106566,5.02602641114546,68.75048878563686,63474323347693
13760,Uniti Fiber Holdings Inc.,US,133,140,1.4285714285714286,65.71428571428571,92
38264,Wateen Telecom,PK,43,53,33.9622641509434,18.867924528301888,10
42708,Glesys AB,SE,68,113,2.6548672566371683,46.017699115044245,52
398704,STACKS INC,US,13,1639,0.24405125076266015,49.54240390482001,812
263099,STIW Sistema de Telecom. Inf e Wireless LTDA,BR,12,12,0.0,100.0,12
33654,"Comcast Cable Communications, LLC",US,15,15,6.666666666666667,20.0,3
15924,Vodafone Turkey,TR,215,3152311788391328272848,5.026026411037328,68.75048878583372,2167229762572494718110
41313,"""NOVATEL"" EOOD",BG,75,59,1.694915254237288,67.79661016949152,40
28605,Defferrari Informatica Ltda.,BR,18,18,5.555555555555555,77.77777777777779,14
4455,IX Reach Ltd,US,151,2284,4.203152364273205,74.56217162872154,1703
262462,Aranet Play,BR,101,223,0.0,85.20179372197309,190
577,Bell Canada,CA,467,1064276385,5.02602225830652,68.75058390025256,731696229
327992,Ghanaian Academic and Research Network,GH,26,30,0.0,90.0,27
15695,Expereo International BV,US,19,17,0.0,41.17647058823529,7
263073,DTEL TELECOM,BR,87,1425,0.4912280701754386,82.38596491228071,1174
12552,GlobalConnect (IP-Only),SE,603,236968109775770368293889813725,5.026026411037328,68.75048878583372,162916733737393160667478117583
9354,Community Network Center Inc.,JP,15,18,0.0,66.66666666666666,12
28683,SOCIETE BENINOISE D'INFRASTRUCTURES NUMERIQUES,BJ,13,46,21.73913043478261,69.56521739130434,32
27064,Defense Information Systems Agency (DISA),US,163,683,0.0,98.68228404099561,674
27065,United States Department of Defense (DoD),US,57,349,0.0,98.8538681948424,345
1733,United States Department of Defense (DoD),US,16,168,0.0,98.80952380952381,166
14638,Liberty Communications of Puerto Rico LLC,US,11,10,0.0,90.0,9
18895,Nustream Communications,PR,3,7,0.0,57.14285714285714,4
1288,"Packet Clearing House, Inc.",US,3,88,23.863636363636363,51.13636363636363,45
42,"WoodyNet, Inc.",US,12,83,25.301204819277107,49.39759036144578,41
41798,JSC Transtelecom,KZ,170,344621881417,5.026026339877551,68.75048872108921,236929227714
9198,JSC Kazakhtelecom,KZ,126,114873958859,5.026026394795618,68.75048845921484,78976407828
209141,"China Mobile International (Russia), LLC",RU,29,878,0.5694760820045558,78.92938496583145,693
263903,INFORBARRA TELECOM,BR,181,471,1.0615711252653928,81.31634819532908,383
42739,Hawe Telekom S.A. in Restructuring,PL,42,45,8.88888888888889,60.0,27
12479,Orange Espagne SA,ES,94,103,35.92233009708738,11.650485436893204,12
26415,VeriSign Global Registry Services,US,40,40,0.0,97.5,39
14291,Antietam Broadband,US,5,5,0.0,80.0,4
50629,LWLcom GmbH,DE,360,2225,1.887640449438202,55.91011235955056,1244
272110,"FENIX NETWORKS, S.R.L.",DO,20,18,5.555555555555555,88.88888888888889,16
31208,PJSC MegaFon,RU,11,10,0.0,100.0,10
3758,SingNet,SG,144,202,0.9900990099009901,64.35643564356435,130
703,Verizon Business - APAC,US,98,147,0.0,48.29931972789115,71
50869,Free-IX Remote Peering,NL,6,6,0.0,66.66666666666666,4
5769,Videotron Ltee,CA,19,35,2.857142857142857,54.285714285714285,19
134654,PT Data Utama Dinamika,ID,101,182,8.791208791208792,76.37362637362637,139
29884,"Equinix, Inc.",US,10,10,0.0,80.0,8
52091,Level-MSK Ltd.,RU,55,130,0.0,96.92307692307692,126
21283,A1 Slovenija d.d.,SI,32,32,0.0,90.625,29
9730,Bharti Telesonic Ltd,IN,194,50437005604595275776280,5.026026411037328,68.75048878583372,34675687882097602993249
152565,JOY SERVICES,IN,23,4579928994664337724245449770940694,5.026026411037328,68.75048878583372,3148723569875852818628194418242987
61785,Via Radio Dourados Informatica Ltda,BR,16,19,0.0,100.0,19
262675,Solucao Network Provedor Ltda,BR,12,29,0.0,93.10344827586206,27
61589,GD Telecomunicações LTDA - ME,BR,10,10,0.0,100.0,10
61614,67 TELECOM,BR,21,29,0.0,89.65517241379311,26
60446,Datema Bilisim Ticaret Anonim Sirketi,TR,22,23,0.0,100.0,23
62081,Stowarzyszenie e-Poludnie,PL,332,347,1.1527377521613833,75.79250720461094,263
212261,Stowarzyszenie e-Poludnie,PL,24,32,0.0,71.875,23
10029,SHYAM SPECTRA PVT LTD,IN,10,10,0.0,100.0,10
199599,"Telecom-Birzha, LLC",RU,96,796,0.5025125628140703,88.19095477386935,702
23930,VITRO INC.,PH,24,1588418,5.024433115212746,68.78869415984961,1092652
21277,Allay Nawroz Telecom Company for Communication/Ltd.,IQ,69,53,1.8867924528301887,60.37735849056604,32
38235,ANGKOR DATA COMMUNICATION,KH,44,52,0.0,92.3076923076923,48
9902,NTC Neocom,KH,67,114,0.0,71.05263157894737,81
22442,"Phonoscope, Inc.",US,11,9,0.0,77.77777777777779,7
394437,PS Lightwave,US,51,434,5.0691244239631335,44.23963133640553,192
327782,Metrofibre Networx,ZA,52,314,0.6369426751592357,67.83439490445859,213
4927,Impulse Internet Services,US,5,5,20.0,60.0,3
6663,Türk Telekom International,RO,1151,6934,3.706374387078166,81.56907989616383,5656
8057,"Vision Net, Inc.",US,17,14,7.142857142857142,42.857142857142854,6
198330,XEFI LYON SAS,FR,5,5,20.0,80.0,4
8053,IFX Networks Venezuela C.A.,VE,14,14,0.0,85.71428571428571,12
39216,AL-SARD FIBER Co.,IQ,30,21,4.761904761904762,52.38095238095239,11
20207,Gigared S.A.,AR,54,80,28.749999999999996,45.0,36
11290,Cogeco Connexion inc,CA,8,8,0.0,37.5,3
5384,EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT G...,AE,33,31,0.0,87.09677419354838,27
8866,Vivacom Bulgaria EAD,BG,177,645,10.542635658914728,57.054263565891475,368
12129,"123.Net, Inc.",US,121,186,3.225806451612903,63.97849462365591,119
14259,Gtd Internet S.A.,CL,77,96,2.083333333333333,68.75,66
16629,CTC. CORP S.A. (TELEFONICA EMPRESAS),CL,21,9314256955314182386079627920985870,5.026026411037328,68.75048878583372,6403597183547014813577386515044110
18883,FiberNet Communications L.C.,US,8,9,0.0,77.77777777777779,7
53238,ENTRENANET TELECOM,BR,13,183,0.0,87.43169398907104,160
4750,CS LOXINFO PUBLIC COMPANY LIMITED,TH,64,159,0.0,95.59748427672956,152
262191,LIBERTY NETWORKS DE COLOMBIA S.A.S,CO,60,203,1.477832512315271,74.38423645320196,151
262761,Sinal Br Telecom Ltda,BR,98,174,0.5747126436781609,75.86206896551724,132
271253,LINK BRASIL TELECOMUNICACOES LTDA,BR,426,8497687009361931139636577,5.026026411037328,68.75048878583372,5842201354426623802211797
50304,Blix Solutions AS,GB,38,41,7.317073170731707,51.21951219512195,21
8896,GLOBALCONNECT AS,NO,17,21,0.0,47.61904761904761,10
29695,Lyse Tele AS,NO,51,405,30.12345679012346,31.11111111111111,126
33490,Comcast (Portland/Spokane),US,65,61,1.639344262295082,44.26229508196721,27
48314,IP-Projects GmbH & Co. KG,DE,18,21,9.523809523809524,57.14285714285714,12
44066,firstcolo GmbH,DE,22,25,0.0,56.00000000000001,14
35699,Adamo Telecom Iberia S.A.,ES,59,61,0.0,70.49180327868852,43
766,Entidad Publica Empresarial Red.es,ES,26,27,0.0,55.55555555555556,15
35661,VIRTUA SYSTEMS SAS,FR,75,198,0.0,60.1010101010101,119
12301,Invitech ICT Services Kft.,HU,48,50,74.0,0.0,0
15468,PJSC Rostelecom,RU,4,5,0.0,100.0,5
141137,PT Media Cepat Indonesia,ID,26,114,18.421052631578945,62.28070175438597,71
264209,LINKFORT TELECOM LTDA ME,BR,13,934,6.9593147751606,70.8779443254818,662
41564,Orion Network Limited,ZA,8,7,14.285714285714285,71.42857142857143,5
50873,David Doepelheuer,DE,12,12,0.0,75.0,9
9205,"""SATELIT SERVIS"" Ltd",UA,3,5,40.0,40.0,2
8374,Polkomtel Sp. z o.o.,PL,33,32,0.0,59.375,19
45296,PT Rabik Bangun Nusantara,ID,168,213,0.0,93.89671361502347,200
1273,Vodafone Group PLC,GB,6183,96914,4.889902387683926,71.7182244051427,69505
31126,SODETEL S.A.L.,LB,11,9,11.11111111111111,77.77777777777779,7
40676,Psychz Networks,US,89,2160598966071484721243660713675236,5.026026411037328,68.75048878583372,1485422349875815535733686622027617
214757,Jakub Krsa,NL,29,44,0.0,65.9090909090909,29
58057,Securebit AG,DE,83,103,0.0,59.22330097087378,61
2027,MilkyWan,FR,26,25,0.0,76.0,19
47160,MOJI SAS,FR,81,130,2.307692307692308,68.46153846153847,89
52025,ParadoxNetworks Limited,US,274,6304625608244437237246,5.026026411037328,68.75048878583372,4334460921784893161826
11967,Hop179 LLC,NL,28,41,0.0,63.41463414634146,26
29049,Delta Telecom Ltd,AZ,522,3429,0.2916302128900554,97.9002624671916,3357
5404,conova communications GmbH,AT,15,20,0.0,55.00000000000001,11
25400,Telia Norge AS,NO,42,192,29.6875,28.125,54
13110,INEA sp. z o.o.,PL,30,29,6.896551724137931,75.86206896551724,22
21723,GOCO TECHNOLOGY LIMITED PARTNERSHIP,CA,7,8,0.0,62.5,5
29518,Bredband2 AB,SE,29,28,64.28571428571429,10.714285714285714,3
3301,Telia Company AB,SE,104,91,68.13186813186813,0.0,0
395555,ELEVATE,US,5,5,0.0,40.0,2
58369,PT Fiber Networks Indonesia,ID,14,11,0.0,100.0,11
55821,"RADIUS TELECOMS, INC.",PH,32,32,0.0,71.875,23
9927,PhilCom Corporation,PH,25,1588396,5.024502705874354,68.78851369557717,1092634
23650,AS Number for CHINANET jiangsu province backbone,CN,20,21,0.0,95.23809523809523,20
7738,V.tal,BR,890,11911129941667930,5.026026411026874,68.7504887858725,8188960054817113
7568,CS LOXINFO Public Company Limited.,TH,76,715,0.5594405594405595,93.56643356643357,669
45796,UIH / BB Connect,TH,101,64497305382360775197,5.0260264110373365,68.7504887858337,44342212704064858332
199524,Gcore S.A.,US,278,2075136532123229268752795227,5.026026411037328,68.75048878583372,1426666508808119615553173086
24961,WIIT AG (fka. myLoc Managed IT AG),DE,192,807,0.37174721189591076,68.52540272614623,553
55818,Matrix Cable Internet Exchange,US,200,127984567406595031,5.026026411036351,68.75048878583775,87990015662474072
397423,Tier.Net Technologies LLC,US,46,500,0.2,66.2,331
61621,Norte.Net Telecomunicações Ltda,BR,77,963,0.6230529595015576,84.83904465212876,817
52742,HELP INTERNET,BR,18,34,0.0,76.47058823529412,26
28716,Retelit Digital Services S.p.A.,IT,117,112,4.464285714285714,53.57142857142857,60
9848,SEJONG NETWORKS,KR,71,1692666222665706536979270,5.026026411037328,68.75048878583372,1163716301595381900740063
20804,Exatel S.A.,PL,493,654,1.3761467889908259,72.17125382262996,472
12956,Telxius (Telefonica Global),US,32656,65555740767236022000832189625326239,5.026026411037328,68.75048878583372,45069892204648829577212789225669705
55140,"Sho Me Technologies, LLC",US,30,33,3.0303030303030303,72.72727272727273,24
198949,Radware,US,184,417694668989460308668969,5.026026411037328,68.75048878583372,287167126562624211797138
28438,Flō Networks (ATC HOLDING FIBRA MEXICO),MX,5,7,0.0,100.0,7
22908,"Sixsigma Networks Mexico, S.A. de C.V.",MX,8,14,0.0,57.14285714285714,8
20454,SECURED SERVERS LLC,US,25,25,0.0,48.0,12
60068,Datacamp Limited (CDN77 / DataPacket),US,470,2123715466792468,5.026026411042879,68.75048878575475,1460064763838495
61678,NETWAY INFORMATICA LTDA,BR,33,35,0.0,100.0,35
52873,Softdados Telecomunicações,BR,218,973,3.0832476875642345,75.23124357656732,732
44854,Arend Brouwer,NL,7,8,0.0,37.5,3
263558,Grupo Jet,BR,27,55,0.0,78.18181818181819,43
262588,EXPLORERNET INFOLINK TECNOLOGIA E TELECOMUNICACOES,BR,10,14,0.0,85.71428571428571,12
263047,Linkfull melhor fornecedor dos provedores,BR,36,76915755468193570072499207978430,5.026026411037328,68.75048878583372,52879957837699711358706892155003
52780,MAP Piumhi Ltda - ME,BR,7,7,0.0,71.42857142857143,5
268624,Gamers Club Ltda,BR,99,146,0.0,80.13698630136986,117
40850,UPIX NETWORKS INTERNATIONAL LLC,BR,91,920,7.065217391304348,70.65217391304348,650
270776,Hiperlink Telecom LTDA,BR,13,4032661774,5.0260327386434565,68.75044886915924,2772473071
31549,Aria Shatel PJSC,IR,33,191,0.0,99.47643979057592,190
19711,SWAZILAND PTC,SZ,11,9,0.0,88.88888888888889,8
20001,Charter Communications Inc,US,147,217,24.42396313364055,16.129032258064516,35
46450,"Pilot Fiber, Inc.",US,54,88,1.1363636363636365,56.81818181818182,50
41495,Faelix Limited,GB,12,13,0.0,61.53846153846154,8
133001,Airnet Cable And Datacom Pvt Ltd,IN,34,556,0.0,98.02158273381295,545
270664,Opyt Provedor,BR,55,26,0.0,92.3076923076923,24
265137,CONECTIVA TELECOM TECNOLOGIA LTDA - ME,BR,54,23,0.0,91.30434782608695,21
11776,Breezeline,US,44,53,41.509433962264154,16.9811320754717,9
7992,Cogeco Connexion Inc.,CA,25,33,0.0,45.45454545454545,15
15290,Zayo Bandwidth,US,38,2128547802,5.026020552579538,68.75061939529795,1463389798
6922,Texas Department of Information Resources,US,30,30,3.3333333333333335,80.0,24
31242,P4 Sp. z o.o.,PL,90,96,31.25,10.416666666666668,10
150748,Gmax,BD,53,50,0.0,96.0,48
2544,King County Gov,US,9,8,0.0,50.0,4
25467,Akton d.o.o.,HR,24,89383413288710351812047730297,5.026026411037328,68.75048878583372,61451533529450222934188696297
8447,A1 Telekom Austria AG,AT,269,440,0.0,72.5,319
42861,Foton Telecom CJSC,RU,115,833822440305,5.02602645374603,68.75048865347291,573257002212
6700,TELEKOM SRBIJA a.d.,RS,8,10,70.0,10.0,1
34854,Staclar Carrier Ltd.,DE,12,28,3.571428571428571,57.14285714285714,16
53019,infotec- serviços de provedor da internet ltda,BR,21,140,0.0,80.71428571428572,113
132296,Seven Star Digital Network Private Limited,IN,10,8,0.0,100.0,8
11351,Charter Communications Inc,US,98,736,6.657608695652175,48.233695652173914,355
16347,ADISTA SAS,FR,39,62,0.0,72.58064516129032,45
44306,OMONIA d.o.o.,HR,147,184,1.6304347826086956,74.45652173913044,137
5391,Hrvatski Telekom d.d.,HR,141,2613,6.620742441637964,65.78645235361653,1719
7342,VeriSign Infrastructure & Operations,US,59,59,0.0,98.30508474576271,58
52654,Bi-Link Telecom,BR,11,13,0.0,92.3076923076923,12
262526,AVATO TECNOLOGIA S.A,BR,52,518359390318738620990419091,5.026026411037328,68.75048878583372,356374614511400468876518528
266583,Telxe,BR,60,337,0.2967359050445104,82.7893175074184,279
29152,Decknet SARL,FR,9,10,0.0,50.0,5
11830,Instituto Costarricense de Electricidad y Telecom.,CR,19,23,0.0,82.6086956521739,19
1103,SURF B.V.,NL,28,29,44.827586206896555,6.896551724137931,2
5483,Magyar Telekom Plc.,HU,75,82,42.68292682926829,23.170731707317074,19
25478,iHome LLC,RU,181,838,0.0,88.90214797136038,745
29076,Citytelecom LLC,RU,486,1872,0.6944444444444444,78.1517094017094,1463
45177,Devoli,NZ,77,120,15.0,39.166666666666664,47
17492,Vector Communications LTD.,NZ,6,6,0.0,66.66666666666666,4
38794,UIH,TH,53,64497305382360774801,5.0260264110373365,68.7504887858337,44342212704064858001
27693,NipBr - NipCable do Brasil Telecom LTDA,BR,36,1034,0.6769825918762089,84.23597678916828,871
328442,United SA,CD,11,11,0.0,90.9090909090909,10
37020,CELTEL DRC,CD,17,642,3.2710280373831773,82.398753894081,529
7720,Skywolf Technology LLC,CN,146,364,0.0,46.7032967032967,170
199310,XIN BING XIAN,US,86,4579972642024433541418628939558653,5.026026411037328,68.75048878583372,3148753577649260805878525633476149
2152,CENIC - CalREN,US,143,217,0.9216589861751152,73.73271889400922,160
16019,Vodafone Czech Republic a.s.,CZ,176,307,28.664495114006517,37.13355048859935,114
15694,Atman Sp. z o.o.,PL,157,264,18.181818181818183,39.015151515151516,103
264439,OuriNet TELECOM,BR,5,5,0.0,100.0,5
2381,WiscNet,US,62,124,4.838709677419355,72.58064516129032,90
55081,24 SHELLS,BR,17,865,0.5780346820809248,50.28901734104046,435
31263,MYNET S.R.L.,IT,15,15,66.66666666666666,0.0,0
19229,Ensono LP,US,7,7,0.0,14.285714285714285,1
52142,Polcom Sp. z o.o.,PL,8,8,0.0,62.5,5
37090,ISOCEL SA,BJ,9,5,20.0,20.0,1
28145,RLINE - Soluções Inteligentes,BR,39,54,7.4074074074074066,79.62962962962963,43
263553,GIGANET INTERNET E INFORMATICA,BR,13,26,0.0,65.38461538461539,17
52630,MOTTANET  TI  - SERVICOS  DE TECNOLOGIA DA INFO,BR,32,267,6.367041198501873,65.91760299625467,176
213035,Serverion,NL,5,6,0.0,66.66666666666666,4
132608,Mango Teleservices Limited (ISP),BD,80,32,0.0,100.0,32
24323,aamra networks limited,BD,44,166762398507660759189,5.026026411037327,68.75048878583372,114649964084996661510
135654,Internet @ Home Limited,BD,5,21,0.0,100.0,21
138536,Premium Connectivity Limited,BD,7,5,0.0,100.0,5
138640,HelloTech Limited,BD,13,15,0.0,100.0,15
23923,Agni Systems Limited,BD,19,13,0.0,100.0,13
24122,BDCOM Online Limited,BD,15,15,0.0,100.0,15
17469,Access Telecom (BD) Ltd.,BD,15,13,0.0,100.0,13
11855,Unitas Global,US,7,11,0.0,54.54545454545454,6
12179,Unitas Global,US,31,761,0.39421813403416556,60.84099868593955,463
25549,JSC Avantel,RU,26,24,0.0,95.83333333333334,23
210475,Jon Arve Vanvik,NO,10,18,0.0,61.111111111111114,11
206604,Vladyslav Koba,NL,5,9,0.0,66.66666666666666,6
215828,"Tizian Maxime Weigt trading as ""TMW Global Networks""",DE,127,4579928994664337724245449770940773,5.026026411037328,68.75048878583372,3148723569875852818628194418243042
264564,VIVA SERVICOS DE COMUNICACAO LTDA - ME,BR,24,25,0.0,100.0,25
55470,Cyfuture India Pvt. Ltd.,IN,17,11,0.0,100.0,11
262342,WZNET TELECOM LTDA,BR,26,48,0.0,83.33333333333334,40
52872,VOANET Telecomunicações Ltda.,BR,153,820,3.048780487804878,74.7560975609756,613
266142,Bahiadados Telecom Ltda.,BR,17,20,0.0,80.0,16
9125,Orion telekom d.o.o.,RS,33,364,1.6483516483516485,64.83516483516483,236
266931,NOVELL INTERNET,BR,91,161456096049962827522312371,5.026026411037328,68.75048878583372,111001855208874623335915461
15576,NTS workspace AG,CH,105,156,0.641025641025641,64.1025641025641,100
8758,Iway AG,DE,54,70,0.0,61.42857142857143,43
7725,"Comcast Cable Communications, LLC",US,69,110,1.8181818181818181,47.27272727272727,52
53356,Free Range Cloud Hosting Inc.,US,88,369,0.0,65.04065040650406,240
9658,"Eastern Telecommunications Philippines, Inc.",PH,40,1587470,5.026866649448493,68.78404001335458,1091926
3204,xTom OU,DE,61,333,0.0,49.249249249249246,164
12083,WideOpenWest Finance LLC,US,65,181,4.972375690607735,55.80110497237569,101
42927,S-NET Sp. z o.o.,PL,31,34,0.0,58.82352941176471,20
63956,5G NETWORK OPERATIONS PTY LTD,AU,65,139,2.158273381294964,69.06474820143885,96
3269,TIM S.p.A. (fka. Telecom Italia S.p.A.),IT,186,247,12.955465587044534,61.53846153846154,152
41039,"Timer, LLC",RU,30,28,0.0,100.0,28
43576,"LTD ""KuMIR TELECOM""",UA,15,12,0.0,100.0,12
34177,CELESTE SAS,FR,25,23,4.3478260869565215,47.82608695652174,11
5400,British Telecommunications (International),US,234,922,0.10845986984815618,64.64208242950107,596
12337,noris network AG,DE,30,29,0.0,75.86206896551724,22
15598,NorthC Deutschland GmbH,DE,13,15,0.0,86.66666666666667,13
8560,IONOS SE,DE,14,14,7.142857142857142,57.14285714285714,8
19523,FlexNetworks,CA,22,174,4.597701149425287,45.97701149425287,80
803,Saskatchewan Telecommunications,CA,27,26,26.923076923076923,3.8461538461538463,1
6327,Shaw Communications,CA,336,2128547765,5.026020639945564,68.75061988566651,1463389783
55933,Cloudie Limited,HK,26,27,0.0,70.37037037037037,19
13767,"DataBank Holdings, Ltd.",US,101,140,0.7142857142857143,56.42857142857143,79
2687,"AT&T Enterprises, LLC",US,63,64,1.5625,53.125,34
58715,EARTH TELECOMMUNICATION (Pvt) LTD.,BD,127,166762398507660763116,5.026026411037327,68.75048878583372,114649964084996665188
139901,Apple Communication Ltd.,BD,126,194,0.0,96.90721649484536,188
49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),IR,73,72,0.0,98.61111111111111,71
13428,"Surf Air Wireless, LLC",US,17,189,8.465608465608465,61.904761904761905,117
64126,"DOMINICAN TELECOM PRIME, DTP, S.R.L.",US,76,110,3.6363636363636362,88.18181818181819,97
24577,Onefone SA,PL,7,5,0.0,80.0,4
21949,Beanfield Technologies Inc.,CA,130,131,0.0,56.48854961832062,74
39737,Prime Telecom srl,RO,122,32751,5.288388140820128,69.2559005831883,22682
52771,GIGA BYTE TELECOMUNICACOES LTDA,BR,9,13,0.0,92.3076923076923,12
41051,Freetransit Project (Openfactory GmbH),DE,144,9159947357492732983399986278050709,5.026026411037328,68.75048878583372,6297508580801314118280711666204317
4229,Zenlayer Inc,US,683,184433348606045769,5.026026411037091,68.75048878583478,126798828650739058
137831,SEA IX,ID,19,30,0.0,96.66666666666667,29
13489,EPM Telecomunicaciones S.A. E.S.P.,CO,36,29,0.0,82.75862068965517,24
46208,"Peninsula Fiber Network, LLC",US,27,28,3.571428571428571,57.14285714285714,16
30517,"Great Lakes Comnet, Inc.",US,65,200,2.0,56.49999999999999,113
51048,Next Connex Ltd,GB,22,26,7.6923076923076925,69.23076923076923,18
58463,PT PGAS Telekomunikasi Nusantara,ID,109,282,4.609929078014184,86.87943262411348,245
266178,REDE COMPLETA,BR,5,7,0.0,100.0,7
61588,DIGITAL PROVEDOR DE ACESSO A INTERNET LTDA,BR,12,14,0.0,100.0,14
273309,UNI TELECOM LTDA,BR,7,9,0.0,88.88888888888889,8
12714,PJSC MegaFon,RU,21,22,0.0,100.0,22
206119,Veganet Teknolojileri ve Hizmetleri LTD STI,TR,18,6304623576782656546254,5.026026411037328,68.75048878583372,4334459525144989436751
33661,"Comcast Cable Communications, LLC",US,21,23,8.695652173913043,34.78260869565217,8
2200,Renater,FR,45,107,0.0,76.63551401869158,82
8449,"""ElCat"" Ltd.",KG,74,115,2.608695652173913,86.08695652173914,99
45588,"Bangladesh Telecommunications Company Limited (BTCL),...",BD,21,20,10.0,90.0,18
43811,"Telia Lietuva, AB",LT,12,9,0.0,55.55555555555556,5
8767,M-net Telekommunikations GmbH,DE,79,640,8.28125,46.71875,299
263482,Megalink Servicos Ltda,BR,35,141,0.0,79.43262411347519,112
262907,Brasil TecPar,BR,175,1036718780637477241980838510,5.026026411037328,68.75048878583372,712749229022800937753037338
14868,Ligga Telecomunicações S.A.,BR,66,73,2.73972602739726,68.4931506849315,50
15994,A1 Hrvatska d.o.o.,HR,59,58,0.0,89.65517241379311,52
131284,Etisalat Afghan,AF,19,18,5.555555555555555,94.44444444444444,17
201746,Olivenet Network S.L.,ES,17,17,0.0,88.23529411764706,15
267469,W8 Telecom Ltda - ME,BR,78,154,0.6493506493506493,85.71428571428571,132
53610,"Metro Communications Company, Inc.",US,16,15,20.0,66.66666666666666,10
63927,RISE,DE,80,1134,5.114638447971781,68.95943562610229,782
18187,Ignite Telecommunications Inc,PH,15,120,0.0,79.16666666666666,95
141013,GetaFIX Content Network,PH,2,911,5.488474204171241,70.25246981339188,640
855,Bell Canada,CA,40,354756323,5.026028810203899,68.7506750936755,243897367
203217,Horizon Scope Mobile Telecom WLL,IQ,29,26,0.0,96.15384615384616,25
47605,FNE-Finland Oy,DE,91,833821650029,5.026026405112226,68.75048879050603,573256460036
11272,C Spire Fiber,US,79,93,2.1505376344086025,72.04301075268818,67
3170,VeloxServ Communications Ltd,GB,62,77,0.0,63.63636363636363,49
33182,"HostDime.com, Inc.",US,10,19,0.0,47.368421052631575,9
62275,NHM - S.R.L.,IT,13,9,0.0,55.55555555555556,5
8240,Information System Authority Republic of Estonia,EE,13,13,46.15384615384615,0.0,0
34977,PROCONO S.A.,ES,27,350,0.0,72.85714285714285,255
20552,Horyzont Technologie Internetowe sp.z.o.o.,PL,33,29,0.0,65.51724137931035,19
150178,EXABYTE LTD,BD,146,210,0.4761904761904762,99.04761904761905,208
55492,Dhaka Fiber Net Limited,BD,4,5,0.0,100.0,5
23855,Singapore Advanced Research and Education Network,SG,6,8,0.0,75.0,6
58511,Swoop (Anycast Global Backbone),AU,126,2314,2.376836646499568,66.33535004321521,1535
141056,PT IOSYS Media Data,ID,6,9,0.0,100.0,9
151000,PT Awan Data Indonesia,ID,6,5,0.0,100.0,5
35179,Korbank S. A.,PL,41,69,0.0,68.11594202898551,47
26105,Cable Onda,PA,15,16,6.25,87.5,14
11556,Cable & Wireless Panama,PA,27,34,0.0,82.35294117647058,28
12338,Euskaltel S.A.,ES,16,126,3.968253968253968,71.42857142857143,90
262999,IVI TECNOLOGIA E COMUNICAÇÃO LTDA,BR,147,50986080767864819671341638,5.026026411037328,68.75048878583372,35053179740647028991899488
20632,PJSC MegaFon,RU,67,64,0.0,98.4375,63
38917,INTERCOMTEL Limited Company,RU,9,7,0.0,100.0,7
14103,ACD.net,US,13,14,0.0,71.42857142857143,10
30600,Metronet,US,61,76,1.3157894736842104,59.210526315789465,45
17762,Tata Teleservices Maharashtra Ltd,IN,175,367,0.0,97.00272479564033,356
18101,Reliance Communications Ltd.DAKC MUMBAI,IN,31,32,0.0,90.625,29
14265,TPx Communications,US,29,29,0.0,75.86206896551724,22
18106,Viewqwest Pte Ltd,US,79,32248652691180386539,5.0260264110373365,68.7504887858337,22171106352032428420
264595,FALCAO NET PROVEDOR DE INTERNET LTDA,BR,11,77,0.0,84.4155844155844,65
